Brand,Model,Type,Screen Size,Screen Resolution,RAM,Operating System,CPU Brand,CPU Model,CPU Rate,SSD,HDD,GPU Brand,GPU Model,Price
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GTX 1050 Ti,1504.0
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1060,1399.0
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1399.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,Intel,HD Graphics 620,1279.73
HP,ProBook 440,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128,0,Intel,HD Graphics 520,689.0
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,Linux,Intel,Core i5 8250U,1.6GHz,128,1,AMD,Radeon 530,889.0
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1340.0
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,Nvidia,GeForce 920MX,799.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,8GB,No OS,Intel,Core i3 6006U,2GHz,0,2,Nvidia,GeForce 920MX ,459.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,AMD,Radeon R5 M430,585.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7440HQ,2.8GHz,256,0,Intel,HD Graphics 620,1377.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1070,3012.77
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,860.0
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,1,Nvidia,GeForce GTX 960M,1299.0
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1060,1649.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256,0,Nvidia,GeForce 930MX,1369.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,AMD,Radeon 530,797.41
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,1,Nvidia,GeForce GTX 1060,1799.0
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Nvidia,GeForce 940MX,859.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256,0,Intel,UHD Graphics 620,1399.0
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128,0,Intel,HD Graphics 520,735.87
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1145.0
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i5 7300HQ,2.5GHz,0,1,Nvidia,GeForce GTX 1050,798.0
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,4GB,Windows 10,AMD,E-Series 7110,1.8GHz,0,500,AMD,Radeon R2 Graphics,349.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,Intel,HD Graphics 620,705.5
Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,785.0
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,4GB,No OS,Intel,Core i5 6200U,2.3GHz,0,1,Intel,HD Graphics 520,462.35
HP,250 G6,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,Intel,HD Graphics 520,397.0
Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1729.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128,0,Intel,HD Graphics 520,499.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1116.99
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1070,2699.0
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,8GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,Intel,HD Graphics 520,544.15
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,Nvidia,GeForce 930MX,1280.0
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,6GB,Windows 10,Intel,Core i7 7500U,2.7GHz,128,1,Nvidia,GeForce 940MX,949.0
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,6GB,Windows 10,AMD,A10-Series A10-9620P,2.5GHz,128,0,AMD,Radeon 530,568.9
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,AMD,Radeon R5 M420,617.9
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7130U,2.7GHz,128,0,Intel,HD Graphics 620,630.0
HP,EliteBook 1030,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core M 6Y75,1.2GHz,512,0,Intel,HD Graphics 515,1965.0
Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,Nvidia,Quadro M620M,2999.0
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1050,839.0
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,128,0,Intel,UHD Graphics 620,1599.0
Dell,Latitude 5580,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7300U,2.6GHz,0,500,Intel,HD Graphics 620,959.0
Fujitsu,Lifebook A557,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,739.0
Lenovo,ThinkPad L470,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,990.0
HP,ZBook 17,Workstation,17.3,1600x900,8GB,Windows 10,Intel,Core i5 7440HQ,2.8GHz,0,500,Nvidia,Quadro M1200,1860.99
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,6GB,Windows 10,AMD,A9-Series A9-9420,3GHz,256,0,AMD,Radeon 530,649.0
Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,830.0
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,0,500,Intel,HD Graphics 620,685.0
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1865.0
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,256,1,Nvidia,GeForce GTX 1070,2663.0
MSI,GT73VR Titan,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7820HK,2.9GHz,512,1,Nvidia,GeForce GTX 1070,2729.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i7 7500U,2.7GHz,256,0,AMD,Radeon R5 M430,749.01
Dell,Latitude 5580,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,0,500,Intel,HD Graphics 620,1008.52
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,Intel,HD Graphics 620,719.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256,0,Nvidia,GeForce 930MX,1537.39
MSI,GT80S 6QE,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,128,1,Nvidia,GeForce GTX 980M,2349.0
HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1050,1498.0
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,12GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256,0,Intel,HD Graphics 520,1673.0
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Touchscreen 1366x768,12GB,Windows 10,Intel,Core i7 8550U,1.8GHz,0,1,Intel,HD Graphics 620,609.0
Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1060,1770.0
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 520,739.0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,12GB,Windows 10,AMD,A12-Series 9720P,3.6GHz,512,0,AMD,Radeon 530,949.0
Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,4GB,Windows 10,Intel,Core M 7Y30,1.0GHz,128,0,Intel,HD Graphics 615,603.0
Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050,1699.0
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,4GB,No OS,Intel,Core i3 6006U,2GHz,0,500,Intel,HD Graphics 520,529.0
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i3 6100U,2.3GHz,0,1,Intel,HD Graphics 520,459.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,2025.0
Lenovo,Thinkpad T470p,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,Intel,HD Graphics 630,1474.0
Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1670.0
Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,Nvidia,Quadro M620,1763.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1219.0
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,0,500,Intel,HD Graphics 620,668.48
MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,128,1,Nvidia,GeForce GTX 970M,2199.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2GHz,0,1,AMD,Radeon R5 M420,465.0
MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,2,Nvidia,GeForce GTX 1060,2299.0
Toshiba,Tecra Z50-C-144,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256,0,Intel,HD Graphics 520,1399.0
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,564.0
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,Intel,HD Graphics 630,1299.0
Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,32GB,Windows 10,Intel,Xeon E3-1535M v6,3.1GHz,1,0,Nvidia,Quadro M2200M,4899.0
Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,0,1,Nvidia,GeForce GTX 960<U+039C>,879.01
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,0,1,Intel,HD Graphics 520,443.9
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,0,1,Intel,HD Graphics 520,359.0
Dell,Latitude 5580,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i5 7300U,2.6GHz,0,500,Intel,HD Graphics 620,869.0
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050,1168.0
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,4GB,Linux,Intel,Core i5 7200U,2.5GHz,128,0,AMD,Radeon R5 M420,569.0
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1389.0
MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1070,2267.86
HP,ProBook 650,Notebook,14.0,1366x768,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256,0,Intel,HD Graphics 620,1124.0
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1465.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,0,1,AMD,Radeon 530,776.0
Fujitsu,LifeBook A557,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,799.0
HP,EliteBook 850,Notebook,15.6,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,932.0
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,Nvidia,GeForce 920MX,899.0
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,4GB,No OS,Intel,Core i5 7200U,2.5GHz,128,0,Intel,HD Graphics 620,468.0
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,6GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,639.01
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,Nvidia,GeForce GTX 1050,1820.0
Asus,ZenBook 3,Ultrabook,14.0,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,1900.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GTX 1050 Ti,1479.0
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,Intel,UHD Graphics 620,829.0
Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,Nvidia,GeForce 920MX ,579.0
Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0,1,Nvidia,GeForce GTX 1050,906.62
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,Intel,UHD Graphics 620,1869.0
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1757.42
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,1,0,Nvidia,GeForce GTX 1050,2399.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1050M,1109.0
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,8GB,Windows 10,AMD,A9-Series 9420,3GHz,0,1,AMD,Radeon R5,520.9
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512,0,Intel,HD Graphics 620,2450.0
Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,No OS,Intel,Core i7 7700HQ,2.8GHz,0,1,Nvidia,GTX 1050 Ti,1169.0
Acer,Extensa EX2540,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,500,Intel,HD Graphics 520,450.0
Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,Graphics 620,919.0
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,0,Nvidia,GeForce GTX 1060,2599.0
Toshiba,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256,0,Intel,HD Graphics 520,1213.0
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,1584.0
Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,512,0,Nvidia,GeForce GTX 1080,2799.0
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,8GB,Linux,Intel,Core i5 7300HQ,2.5GHz,0,1,Nvidia,GeForce GTX 1050,709.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 8250U,1.6GHz,256,0,Intel,UHD Graphics 620,1449.9
MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GTX 1050 Ti,1191.8
HP,250 G6,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i3 6006U,2GHz,0,500,Intel,HD Graphics 520,364.9
Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,Intel,HD Graphics 620,1064.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256,0,AMD,Radeon 530,919.0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 8550U,1.8GHz,256,2,AMD,Radeon 530,1135.0
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128,1,Nvidia,GeForce GTX 960,1196.0
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,32GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512,1,Nvidia,GeForce GTX 1070,3147.37
Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256,0,Intel,HD Graphics 520,1229.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,0,500,Intel,HD Graphics 520,535.0
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,6GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,AMD,Radeon R5 M430,539.0
MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128,1,Nvidia,GeForce GTX 1060,1486.77
Toshiba,Satellite Pro,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6100U,2.1GHz,128,0,Intel,HD Graphics 520,498.0
Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,1,Intel,HD Graphics 620,955.0
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,0,1,AMD,Radeon 530,745.0
Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1258.0
Acer,Aspire 3,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2GHz,128,0,Intel,HD Graphics 520,412.0
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,8GB,Windows 10 S,Intel,Core i7 7600U,2.8GHz,256,0,Intel,Plus Graphics 640,1867.85
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128,1,AMD,Radeon R5 M430,817.95
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1034.0
HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128,0,Nvidia,GeForce 940MX,699.0
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256,1,Nvidia,GeForce GTX 1050,1294.0
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,1135.0
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,Intel,HD Graphics 620,2299.0
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,Nvidia,GTX 1050 Ti,1299.0
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,256,0,Nvidia,GeForce GTX 1050,997.9
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,128,1,Nvidia,GeForce GTX 1060,2051.0
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,256,0,AMD,Radeon R5 520,699.0
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 8550U,1.8GHz,512,0,Intel,UHD Graphics 620,1499.0
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7820HK,2.9GHz,256,1,Nvidia,GeForce GTX 1070,2813.75
HP,250 G6,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,0,500,AMD,Radeon 520,612.61
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2GHz,0,1,AMD,Radeon R5 M430,545.67
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,6GB,Windows 10,AMD,A10-Series 9600P,2.4GHz,0,2,AMD,Radeon R7 M440,569.0
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256,0,Intel,HD Graphics 620,699.0
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,0,500,Nvidia,Quadro M1200,1907.99
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256,0,Intel,HD Graphics 620,2590.0
